"uid","namedLocation","date","eventID","domainID","siteID","plotID","subplotID","nestedSubplotID","groupID","taxonID","scientificName","taxonRank","identificationReferences","identificationQualifier","volumePercent","livePercent","deadPercent","canopyArea","meanHeight","remarks","measuredBy","recordedBy","dataQF"
"95713854-80d7-4d78-b75c-48770d80e44f","SCBI_005.basePlot.vst","2018-01-26","vst_SCBI_2017","D02","SCBI","SCBI_005","40",NA,"40_04","BETH","Berberis thunbergii DC.","species",NA,NA,90,100,0,2,1.32,"","2CALKs4JNjmK3iYT4PUVEer6DObkBehF","cSNmYLv76T0gVgR+nHwb5XPF8fxAhgwD5+PP/u5QMFs=",NA
"73658c9a-91d5-4e83-8111-2036c2b259d0","SCBI_005.basePlot.vst","2018-01-26","vst_SCBI_2017","D02","SCBI","SCBI_005","40",NA,"40_02","BETH","Berberis thunbergii DC.","species",NA,NA,100,100,0,9,1.92,"","2CALKs4JNjmK3iYT4PUVEer6DObkBehF","cSNmYLv76T0gVgR+nHwb5XPF8fxAhgwD5+PP/u5QMFs=",NA
"8d0980dc-b218-4638-bf70-90c07a0f6892","SCBI_005.basePlot.vst","2018-01-26","vst_SCBI_2017","D02","SCBI","SCBI_005","41",NA,"41_13","BETH","Berberis thunbergii DC.","species",NA,NA,100,100,0,5,1.38,"","2CALKs4JNjmK3iYT4PUVEer6DObkBehF","cSNmYLv76T0gVgR+nHwb5XPF8fxAhgwD5+PP/u5QMFs=",NA
"d2edf48a-d4dc-48d8-aab7-852c46fde4d3","SCBI_005.basePlot.vst","2018-01-26","vst_SCBI_2017","D02","SCBI","SCBI_005","32",NA,"32_09","ROMU","Rosa multiflora Thunb.","species",NA,NA,13,100,0,28,2.28,"shrub group is in subplots 32 and 31","i3SDxFb/lMMZxDIw/9OBsZ3OfckbEDnA","F1aLHfHLM4qaIk0WIP5D+6fDrn//30Wj",NA
"d0a0ca56-5ce5-46a5-9827-ca6d742a83f8","SCBI_005.basePlot.vst","2018-01-26","vst_SCBI_2017","D02","SCBI","SCBI_005","32",NA,"32_09","RUPH","Rubus phoenicolasius Maxim.","species",NA,NA,2,100,0,28,2.28,"shrub group is in subplots 32 and 31","i3SDxFb/lMMZxDIw/9OBsZ3OfckbEDnA","F1aLHfHLM4qaIk0WIP5D+6fDrn//30Wj",NA
"838dbb61-5bdb-446f-9dd3-7160f8e9579d","SCBI_005.basePlot.vst","2018-01-26","vst_SCBI_2017","D02","SCBI","SCBI_005","32",NA,"32_12","ROMU","Rosa multiflora Thunb.","species",NA,NA,5,100,0,7,1.38,"contains former shrub groups 32_11 and 32_12; now combined as one shrub group","i3SDxFb/lMMZxDIw/9OBsZ3OfckbEDnA","F1aLHfHLM4qaIk0WIP5D+6fDrn//30Wj",NA
"4a5ec944-f2f5-47c7-9799-261af4766aee","SCBI_005.basePlot.vst","2018-01-26","vst_SCBI_2017","D02","SCBI","SCBI_005","32",NA,"32_12","BETH","Berberis thunbergii DC.","species",NA,NA,90,100,0,7,1.38,"contains former shrub groups 32_11 and 32_12; now combined as one shrub group","i3SDxFb/lMMZxDIw/9OBsZ3OfckbEDnA","F1aLHfHLM4qaIk0WIP5D+6fDrn//30Wj",NA
"dba420f3-8f84-49fd-bfab-5f09822197c8","SCBI_005.basePlot.vst","2018-01-26","vst_SCBI_2017","D02","SCBI","SCBI_005","32",NA,"32_09","BETH","Berberis thunbergii DC.","species",NA,NA,82,100,0,28,2.28,"shrub group is in subplots 32 and 31","i3SDxFb/lMMZxDIw/9OBsZ3OfckbEDnA","F1aLHfHLM4qaIk0WIP5D+6fDrn//30Wj",NA
"578e69e1-46fb-45b0-9b44-f74a56c0d9a3","SCBI_005.basePlot.vst","2018-01-26","vst_SCBI_2017","D02","SCBI","SCBI_005","32",NA,"32_09","ACNEN","Acer negundo L. var. negundo","variety",NA,NA,3,100,0,28,2.28,"shrub group is in subplots 32 and 31","i3SDxFb/lMMZxDIw/9OBsZ3OfckbEDnA","F1aLHfHLM4qaIk0WIP5D+6fDrn//30Wj",NA
"0e1127a0-b013-4045-9738-609786cfb472","SCBI_005.basePlot.vst","2018-01-26","vst_SCBI_2017","D02","SCBI","SCBI_005","41",NA,"41_18","BETH","Berberis thunbergii DC.","species",NA,NA,100,100,0,40.5,2.04,"","2CALKs4JNjmK3iYT4PUVEer6DObkBehF","cSNmYLv76T0gVgR+nHwb5XPF8fxAhgwD5+PP/u5QMFs=",NA
"a2f7bef9-fb80-4a01-9740-1233b6403a1d","SCBI_005.basePlot.vst","2018-01-26","vst_SCBI_2017","D02","SCBI","SCBI_005","32",NA,"32_10","BETH","Berberis thunbergii DC.","species",NA,NA,99,100,0,13,1.56,"","i3SDxFb/lMMZxDIw/9OBsZ3OfckbEDnA","F1aLHfHLM4qaIk0WIP5D+6fDrn//30Wj",NA
"23eab00d-0a8c-4780-977b-bb477d3cf222","SCBI_005.basePlot.vst","2018-01-26","vst_SCBI_2017","D02","SCBI","SCBI_005","31",NA,"31_06","BETH","Berberis thunbergii DC.","species",NA,NA,100,100,0,10,1.74,"","i3SDxFb/lMMZxDIw/9OBsZ3OfckbEDnA","F1aLHfHLM4qaIk0WIP5D+6fDrn//30Wj",NA
"90b7f84a-8955-4f5b-a451-b19c62b3b33a","SCBI_005.basePlot.vst","2018-01-26","vst_SCBI_2017","D02","SCBI","SCBI_005","32",NA,"32_10","LOJA","Lonicera japonica Thunb.","species",NA,NA,1,100,0,13,1.56,"","i3SDxFb/lMMZxDIw/9OBsZ3OfckbEDnA","F1aLHfHLM4qaIk0WIP5D+6fDrn//30Wj",NA
"9d9e266d-cec5-4793-a75f-dccd1cbcf76c","SCBI_005.basePlot.vst","2018-01-26","vst_SCBI_2017","D02","SCBI","SCBI_005","41",NA,"41_14","BETH","Berberis thunbergii DC.","species",NA,NA,100,100,0,5,1.5,"","2CALKs4JNjmK3iYT4PUVEer6DObkBehF","cSNmYLv76T0gVgR+nHwb5XPF8fxAhgwD5+PP/u5QMFs=",NA
"3719545c-123d-4ac5-97b3-73f16c1e1718","SCBI_005.basePlot.vst","2018-01-26","vst_SCBI_2017","D02","SCBI","SCBI_005","40",NA,"40_19","ACNEN","Acer negundo L. var. negundo","variety",NA,NA,3,100,0,33,2.04,"","2CALKs4JNjmK3iYT4PUVEer6DObkBehF","cSNmYLv76T0gVgR+nHwb5XPF8fxAhgwD5+PP/u5QMFs=",NA
"7f338aa8-ad92-4d94-aaba-3227ff1070d6","SCBI_005.basePlot.vst","2018-01-26","vst_SCBI_2017","D02","SCBI","SCBI_005","31",NA,"31_05","BETH","Berberis thunbergii DC.","species",NA,NA,100,100,0,4,1.34,"","i3SDxFb/lMMZxDIw/9OBsZ3OfckbEDnA","F1aLHfHLM4qaIk0WIP5D+6fDrn//30Wj",NA
"c15e8e57-1107-49d9-a52e-96f46a4fcc3a","SCBI_005.basePlot.vst","2018-01-26","vst_SCBI_2017","D02","SCBI","SCBI_005","41",NA,"41_15","LOJA","Lonicera japonica Thunb.","species",NA,NA,1,100,0,8,1.62,"","2CALKs4JNjmK3iYT4PUVEer6DObkBehF","cSNmYLv76T0gVgR+nHwb5XPF8fxAhgwD5+PP/u5QMFs=",NA
"a7f321f7-0eef-4d7b-956a-de4507b26760","SCBI_005.basePlot.vst","2018-01-26","vst_SCBI_2017","D02","SCBI","SCBI_005","40",NA,"40_03","BETH","Berberis thunbergii DC.","species",NA,NA,100,100,0,14,1.74,"","2CALKs4JNjmK3iYT4PUVEer6DObkBehF","cSNmYLv76T0gVgR+nHwb5XPF8fxAhgwD5+PP/u5QMFs=",NA
"882931ec-0c04-40d8-b689-e1be213b9219","SERC_003.basePlot.vst","2016-09-20","vst_SERC_2016","D02","SERC","SERC_003","32",NA,"32_01","BETH","Berberis thunbergii DC.","species",NA,"",75,100,0,4,1.86,NA,"os5Rd6V2h58xLLGOni43wF5trHQqGKuw","7gABGk8/BIej00n4oJuY0fI2jXrGKpPT",NA
"53d8963f-abdd-44ce-bc60-1725f55a5b28","SERC_003.basePlot.vst","2016-09-20","vst_SERC_2016","D02","SERC","SERC_003","32",NA,"32_01","ROMU","Rosa multiflora Thunb.","species",NA,"",25,100,0,4,1.86,NA,"os5Rd6V2h58xLLGOni43wF5trHQqGKuw","7gABGk8/BIej00n4oJuY0fI2jXrGKpPT",NA
"c886c7dd-a676-4013-8927-5a6b56fb0703","SERC_003.basePlot.vst","2016-09-20","vst_SERC_2016","D02","SERC","SERC_003","31","1","31_01","RUAL","Rubus allegheniensis Porter","species",NA,"cf. species",100,40,60,7,2.24,NA,"os5Rd6V2h58xLLGOni43wF5trHQqGKuw","7gABGk8/BIej00n4oJuY0fI2jXrGKpPT",NA
"7293a540-fb8b-4343-aba7-6316d7acdc61","SERC_003.basePlot.vst","2016-09-20","vst_SERC_2016","D02","SERC","SERC_003","41",NA,"41_01","BETH","Berberis thunbergii DC.","species",NA,"",100,100,0,2,1.16,NA,"os5Rd6V2h58xLLGOni43wF5trHQqGKuw","7gABGk8/BIej00n4oJuY0fI2jXrGKpPT",NA
"543401b6-e594-4af4-a690-b28207b2f9df","SERC_055.basePlot.vst","2016-10-19","vst_SERC_2016","D02","SERC","SERC_055","41","4","41_01","LIST2","Liquidambar styraciflua L.","species",NA,NA,20,100,0,2.3,1.34,NA,"MAihFV9ECLSNBg1HSBddqS0ZUZa4DTjtYmYfVx1TOr0=","7gABGk8/BIej00n4oJuY0fI2jXrGKpPT",NA
"157fc4dc-dc74-4c53-a377-7724341957f9","SERC_055.basePlot.vst","2016-10-19","vst_SERC_2016","D02","SERC","SERC_055","41","4","41_01","ROMU","Rosa multiflora Thunb.","species",NA,NA,30,65,35,2.3,1.34,NA,"MAihFV9ECLSNBg1HSBddqS0ZUZa4DTjtYmYfVx1TOr0=","7gABGk8/BIej00n4oJuY0fI2jXrGKpPT",NA
"e3a296d5-e327-4439-9cca-877da0ccd1d0","SERC_055.basePlot.vst","2016-10-19","vst_SERC_2016","D02","SERC","SERC_055","41","4","41_01","LIBE3","Lindera benzoin (L.) Blume","species",NA,NA,35,100,0,2.3,1.34,NA,"MAihFV9ECLSNBg1HSBddqS0ZUZa4DTjtYmYfVx1TOr0=","7gABGk8/BIej00n4oJuY0fI2jXrGKpPT",NA
"3d396727-9741-40f0-be30-d38c578d0350","SERC_055.basePlot.vst","2016-10-19","vst_SERC_2016","D02","SERC","SERC_055","41","1","41_02","ROMU","Rosa multiflora Thunb.","species",NA,NA,100,60,40,13.5,1.48,NA,"MAihFV9ECLSNBg1HSBddqS0ZUZa4DTjtYmYfVx1TOr0=","7gABGk8/BIej00n4oJuY0fI2jXrGKpPT",NA
"2a108fe4-0a1c-4e7d-a3d4-4cd37056a77d","SERC_055.basePlot.vst","2016-10-19","vst_SERC_2016","D02","SERC","SERC_055","41","4","41_01","CACA18","Carpinus caroliniana Walter","species",NA,NA,15,100,0,2.3,1.34,NA,"MAihFV9ECLSNBg1HSBddqS0ZUZa4DTjtYmYfVx1TOr0=","7gABGk8/BIej00n4oJuY0fI2jXrGKpPT",NA
"ee6277c0-549b-4619-a188-030fd564ce6c","SERC_055.basePlot.vst","2017-11-28","vst_SERC_2017","D02","SERC","SERC_055","41","4","41_01","ROMU","Rosa multiflora Thunb.","species",NA,"",94,0,100,3,1.32,NA,"GRwvwbiSPMj1NaUhvL1kyVbfYNVH3Sr0UuCJMFnR3bg=","2CALKs4JNjmK3iYT4PUVEer6DObkBehF",NA
"33ac58a1-0147-4a14-921d-60538a80349a","SERC_055.basePlot.vst","2017-11-28","vst_SERC_2017","D02","SERC","SERC_055","41","1","41_02","LOJA","Lonicera japonica Thunb.","species",NA,"",2,100,0,8,2.22,NA,"GRwvwbiSPMj1NaUhvL1kyVbfYNVH3Sr0UuCJMFnR3bg=","2CALKs4JNjmK3iYT4PUVEer6DObkBehF",NA
"f9efa987-3dcc-4290-8dde-d978f2c9103d","SERC_055.basePlot.vst","2017-11-28","vst_SERC_2017","D02","SERC","SERC_055","41","4","41_01","FRAM2","Fraxinus americana L.","species",NA,"cf. species",2,100,0,3,1.32,NA,"GRwvwbiSPMj1NaUhvL1kyVbfYNVH3Sr0UuCJMFnR3bg=","2CALKs4JNjmK3iYT4PUVEer6DObkBehF",NA
"0e171ebc-136a-45ce-867b-94ad263a3acc","SERC_055.basePlot.vst","2017-11-28","vst_SERC_2017","D02","SERC","SERC_055","41","4","41_01","RUPH","Rubus phoenicolasius Maxim.","species",NA,"",4,0,100,3,1.32,NA,"GRwvwbiSPMj1NaUhvL1kyVbfYNVH3Sr0UuCJMFnR3bg=","2CALKs4JNjmK3iYT4PUVEer6DObkBehF",NA
"92c9ed0d-fce8-4e65-adc9-8d9e92702a48","SERC_055.basePlot.vst","2017-11-28","vst_SERC_2017","D02","SERC","SERC_055","41","1","41_02","ROMU","Rosa multiflora Thunb.","species",NA,"",98,100,0,8,2.22,NA,"GRwvwbiSPMj1NaUhvL1kyVbfYNVH3Sr0UuCJMFnR3bg=","2CALKs4JNjmK3iYT4PUVEer6DObkBehF",NA
"4595040f-5a3a-4292-95eb-fd7770abe9b7","GUAN_008.basePlot.vst","2016-03-31","vst_GUAN_2016","D04","GUAN","GUAN_008","32","2","32_01","EUFO3","Eugenia foetida Pers.","species",NA,NA,25,100,0,2.5,0.82,NA,"fiApssCEcSVZh4fTchGlfQK3pYYnYQUQ","fiApssCEcSVZh4fTchGlfQK3pYYnYQUQ",NA
"e2749785-e494-4e33-8091-6b605d07be19","GUAN_008.basePlot.vst","2016-03-31","vst_GUAN_2016","D04","GUAN","GUAN_008","32","2","32_04","EUXE","Eugenia xerophytica Britton","species",NA,NA,60,95,5,5.5,3.08,NA,"fiApssCEcSVZh4fTchGlfQK3pYYnYQUQ","fiApssCEcSVZh4fTchGlfQK3pYYnYQUQ",NA
"c579ede4-b954-4ebc-808b-7597a85c68c8","GUAN_008.basePlot.vst","2016-03-31","vst_GUAN_2016","D04","GUAN","GUAN_008","32","2","32_02","EUXE","Eugenia xerophytica Britton","species",NA,NA,75,90,10,8,2.68,NA,"fiApssCEcSVZh4fTchGlfQK3pYYnYQUQ","fiApssCEcSVZh4fTchGlfQK3pYYnYQUQ",NA
"b97f109e-cccd-42a0-832d-a15c98b65c74","GUAN_008.basePlot.vst","2016-03-31","vst_GUAN_2016","D04","GUAN","GUAN_008","32","4","32_03","GYLU","Gymnanthes lucida Sw.","species",NA,NA,40,100,0,4.5,2.27,NA,"fiApssCEcSVZh4fTchGlfQK3pYYnYQUQ","fiApssCEcSVZh4fTchGlfQK3pYYnYQUQ",NA
